COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M,3100M,3200M,3300M,3400M,3500M,3600M,3700M,3800M,3900M,4000M,4100M,4200M,4300M,4400M,4500M,4600M,4700M,4800M,4900M,5000M,5100M,5200M,5300M,5400M,5500M,5600M,5700M,5800M,5900M,6000M,6100M,6200M,6300M,6400M,6500M,6600M,6700M,6800M,6900M,7000M,7100M,7200M,7300M,7400M,7500M,7600M,7700M,7800M,7900M,8000M,8100M,8200M,8300M,8400M,8500M,8600M,8700M,8800M,8900M,9000M,9100M,9200M,9300M,9400M,9500M,9600M,9700M,9800M,9900M,10000M
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Mohammed AHMED,CAN,32.0,17.32,34.96,52.56,1:09.03,1:26.05,1:42.58,1:59.72,2:15.84,2:32.61,2:48.75,3:05.63,3:21.63,3:38.49,3:54.86,4:11.73,4:27.56,4:44.02,5:00.93,5:17.86,5:34.35,5:51.45,6:08.11,6:24.86,6:41.33,6:58.41,7:15.35,7:32.10,7:48.54,8:05.71,8:22.14,8:38.87,8:55.16,9:12.54,9:29.70,9:47.16,10:03.98,10:21.08,10:38.09,10:55.71,11:13.18,11:30.34,11:47.21,12:04.78,12:21.34,12:38.43,12:55.59,13:12.87,13:29.59,13:45.45,14:02.38,14:20.05,14:37.03,14:53.51,15:09.87,15:26.28,15:41.81,15:57.99,16:13.82,16:30.03,16:45.58,17:02.22,17:18.88,17:35.25,17:51.41,18:07.86,18:24.85,18:41.51,18:57.61,19:14.46,19:31.17,19:47.48,20:04.02,20:20.80,20:37.84,20:54.76,21:11.15,21:28.21,21:45.17,22:02.34,22:19.01,22:36.11,22:53.08,23:10.09,23:26.63,23:43.99,23:59.87,24:15.44,24:30.82,24:46.67,25:02.10,25:18.36,25:34.17,25:50.02,26:05.09,26:20.35,26:34.50,26:48.36,27:01.79,27:15.26,27:30.27
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Berihu AREGAWI,ETH,21.0,17.63,35.45,53.50,1:09.68,1:26.44,1:43.17,2:00.32,2:16.43,2:33.12,2:49.43,3:06.34,3:22.45,3:39.02,3:55.16,4:12.35,4:28.63,4:45.43,5:01.75,5:19.20,5:35.38,5:52.20,6:08.92,6:25.84,6:42.32,6:59.32,7:16.29,7:33.12,7:49.76,8:06.55,8:23.01,8:40.24,8:56.46,9:13.47,9:30.86,9:48.42,10:05.20,10:22.24,10:39.34,10:56.80,11:14.17,11:31.38,11:47.85,12:05.57,12:22.35,12:39.93,12:57.03,13:14.52,13:30.78,13:47.45,14:04.01,14:21.04,14:37.97,14:54.64,15:11.18,15:27.64,15:43.31,15:59.82,16:16.08,16:32.06,16:47.50,17:03.63,17:19.89,17:36.68,17:52.53,18:08.84,18:25.64,18:42.50,18:58.80,19:15.43,19:31.87,19:48.24,20:04.63,20:21.47,20:37.99,20:55.12,21:11.49,21:28.60,21:45.49,22:02.77,22:19.16,22:36.22,22:53.09,23:10.08,23:26.42,23:43.66,23:59.82,24:15.67,24:30.76,24:46.45,25:01.91,25:18.14,25:33.80,25:49.51,26:04.63,26:19.76,26:34.01,26:47.80,27:01.26,27:14.93,27:31.00
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Daniel MATEIKO,KEN,24.0,16.56,34.44,52.02,1:08.01,1:24.45,1:41.19,1:58.02,2:14.62,2:30.91,2:47.61,3:04.00,3:20.32,3:36.86,3:53.52,4:10.11,4:26.60,4:43.12,4:59.85,5:16.88,5:33.32,5:50.39,6:07.35,6:23.86,6:40.43,6:57.42,7:14.25,7:31.06,7:47.84,8:04.99,8:21.55,8:38.58,8:55.06,9:12.45,9:29.94,9:47.48,10:04.18,10:21.17,10:38.26,10:55.71,11:13.11,11:29.66,11:46.44,12:03.83,12:20.86,12:37.98,12:55.35,13:12.48,13:29.39,13:45.08,14:02.13,14:19.70,14:36.48,14:52.72,15:08.99,15:24.95,15:40.62,15:56.74,16:12.71,16:29.16,16:45.01,17:01.59,17:18.03,17:34.11,17:50.01,18:07.18,18:24.18,18:40.76,18:57.19,19:13.99,19:30.47,19:46.87,20:03.44,20:20.21,20:37.37,20:54.15,21:10.68,21:27.34,21:44.52,22:01.55,22:18.60,22:35.29,22:52.28,23:09.26,23:25.83,23:42.72,23:58.59,24:14.46,24:30.31,24:45.87,25:01.85,25:18.30,25:33.83,25:49.61,26:04.76,26:20.21,26:34.51,26:48.70,27:02.92,27:17.89,27:33.57
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Joe KLECKER,USA,26.0,15.89,33.32,50.85,1:07.28,1:23.57,1:40.36,1:56.83,2:13.43,2:29.92,2:46.51,3:02.96,3:19.34,3:35.89,3:52.39,4:09.08,4:25.34,4:42.00,4:59.22,5:16.07,5:32.34,5:49.16,6:05.88,6:22.69,6:39.27,6:56.20,7:13.04,7:30.04,7:46.93,8:03.78,8:20.62,8:37.80,8:54.51,9:11.77,9:29.13,9:46.51,10:03.37,10:20.41,10:37.59,10:55.21,11:12.56,11:29.36,11:46.52,12:04.17,12:21.32,12:38.65,12:55.87,13:13.01,13:29.85,13:45.77,14:02.55,14:20.15,14:37.17,14:53.77,15:10.09,15:26.46,15:42.10,15:58.23,16:14.02,16:30.27,16:45.83,17:02.13,17:18.95,17:35.45,17:51.70,18:08.03,18:25.11,18:41.68,18:57.91,19:14.70,19:31.39,19:47.79,20:04.23,20:21.08,20:38.02,20:54.97,21:11.36,21:28.44,21:45.38,22:02.43,22:19.05,22:36.01,22:52.80,23:09.96,23:26.48,23:43.90,23:59.95,24:15.49,24:31.22,24:47.20,25:03.33,25:19.66,25:36.03,25:52.31,26:08.66,26:24.54,26:39.95,26:55.68,27:10.67,27:24.83,27:38.73
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Isaac KIMELI,BEL,28.0,16.70,34.12,52.28,1:08.65,1:25.40,1:41.94,1:59.03,2:15.19,2:31.62,2:47.93,3:04.60,3:20.73,3:37.39,3:53.92,4:10.64,4:27.05,4:43.61,5:00.32,5:17.14,5:33.52,5:50.52,6:07.48,6:24.04,6:40.56,6:57.63,7:14.46,7:31.24,7:47.50,8:04.48,8:21.34,8:38.42,8:54.91,9:12.34,9:29.55,9:47.01,10:03.80,10:20.78,10:37.94,10:55.59,11:12.96,11:30.06,11:47.02,12:04.65,12:21.65,12:39.12,12:56.34,13:13.53,13:30.05,13:46.38,14:03.02,14:20.43,14:37.40,14:54.12,15:10.68,15:26.90,15:42.56,15:59.03,16:15.07,16:31.18,16:47.05,17:03.17,17:19.65,17:36.38,17:52.80,18:09.35,18:26.04,18:42.82,18:59.00,19:15.72,19:32.21,19:48.61,20:04.71,20:21.56,20:38.27,20:55.28,21:11.54,21:28.84,21:45.66,22:02.15,22:18.68,22:35.47,22:52.42,23:09.42,23:26.03,23:43.21,23:59.44,24:15.34,24:30.90,24:46.98,25:02.89,25:19.34,25:35.34,25:51.85,26:08.35,26:24.75,26:40.13,26:56.08,27:12.50,27:29.13,27:43.50
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Jimmy GRESSIER,FRA,25.0,16.20,33.79,52.15,1:08.43,1:25.08,1:41.81,1:58.89,2:14.56,2:30.74,2:47.18,3:03.56,3:19.94,3:36.49,3:53.17,4:09.71,4:26.18,4:42.61,4:59.64,5:16.56,5:32.92,5:49.89,6:06.68,6:23.39,6:39.88,6:56.92,7:13.72,7:30.66,7:47.32,8:04.20,8:21.06,8:38.10,8:54.71,9:12.05,9:29.38,9:46.80,10:03.63,10:20.65,10:37.84,10:55.46,11:12.77,11:29.72,11:46.81,12:04.41,12:21.45,12:38.87,12:56.17,13:13.31,13:30.04,13:46.28,14:02.87,14:20.32,14:37.25,14:53.97,15:10.39,15:26.43,15:42.22,15:58.88,16:14.59,16:30.82,16:46.28,17:02.67,17:19.21,17:35.79,17:52.10,18:08.47,18:25.35,18:42.11,18:58.35,19:14.92,19:31.63,19:47.92,20:04.36,20:21.00,20:37.70,20:54.88,21:11.27,21:28.31,21:45.42,22:02.54,22:19.23,22:36.48,22:53.19,23:10.30,23:26.79,23:44.14,24:00.55,24:16.79,24:32.97,24:49.71,25:06.15,25:22.59,25:39.08,25:55.72,26:12.38,26:28.78,26:44.68,27:00.58,27:15.98,27:30.46,27:44.55
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Sean MCGORTY,USA,27.0,15.92,33.56,51.20,1:07.51,1:23.97,1:40.74,1:57.31,2:13.87,2:30.36,2:47.02,3:03.33,3:19.83,3:36.28,3:52.96,4:09.49,4:25.81,4:42.39,4:59.48,5:16.36,5:32.71,5:49.68,6:06.40,6:23.10,6:39.63,6:56.65,7:13.54,7:30.42,7:47.16,8:03.92,8:20.89,8:37.96,8:54.59,9:11.91,9:29.29,9:46.67,10:03.55,10:20.52,10:37.65,10:55.17,11:12.53,11:29.37,11:46.48,12:04.09,12:21.32,12:38.54,12:55.73,13:12.60,13:29.47,13:45.65,14:02.57,14:19.98,14:36.97,14:53.18,15:09.39,15:25.72,15:41.30,15:57.56,16:13.61,16:29.62,16:45.82,17:02.41,17:19.03,17:35.62,17:51.86,18:08.25,18:25.16,18:41.89,18:58.02,19:15.06,19:31.68,19:47.98,20:04.40,20:21.30,20:38.08,20:55.13,21:11.62,21:28.71,21:45.51,22:02.65,22:19.32,22:36.34,22:53.21,23:10.37,23:26.73,23:44.13,24:00.51,24:16.72,24:32.83,24:49.15,25:05.80,25:22.28,25:38.88,25:55.38,26:12.02,26:28.33,26:44.57,27:00.52,27:16.43,27:31.71,27:46.30
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Carlos MAYO,ESP,27.0,16.51,33.53,50.13,1:06.70,1:22.94,1:39.65,1:56.22,2:12.74,2:29.25,2:45.81,3:02.26,3:18.64,3:35.13,3:51.80,4:08.29,4:24.76,4:41.35,4:58.73,5:15.39,5:31.74,5:48.50,6:05.32,6:21.99,6:38.72,6:55.59,7:12.46,7:29.30,7:46.44,8:03.48,8:20.39,8:37.40,8:54.20,9:11.28,9:28.61,9:46.00,10:02.97,10:19.73,10:36.79,10:54.53,11:11.90,11:28.61,11:45.93,12:03.41,12:20.69,12:37.85,12:54.92,13:12.24,13:29.17,13:45.23,14:02.14,14:19.82,14:36.63,14:53.11,15:09.45,15:25.84,15:41.98,15:58.61,16:14.54,16:30.68,16:46.89,17:03.00,17:19.42,17:36.09,17:52.57,18:09.16,18:25.89,18:42.63,18:59.24,19:15.86,19:32.34,19:48.74,20:05.17,20:21.75,20:38.30,20:55.35,21:11.76,21:28.98,21:45.68,22:02.81,22:19.45,22:36.55,22:53.35,23:10.52,23:26.93,23:44.33,24:00.59,24:16.84,24:33.05,24:49.46,25:06.03,25:22.39,25:38.97,25:55.49,26:12.09,26:28.69,26:45.12,27:01.73,27:18.61,27:35.24,27:50.61
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Tadese WORKU,ETH,20.0,16.88,35.04,52.91,1:08.22,1:24.77,1:41.54,1:58.35,2:14.90,2:31.55,2:48.05,3:05.02,3:20.98,3:37.95,3:54.51,4:11.27,4:27.57,4:44.35,5:01.26,5:18.46,5:33.98,5:50.93,6:08.02,6:24.35,6:40.94,6:57.85,7:14.89,7:31.50,7:48.19,8:05.18,8:21.95,8:38.02,8:54.39,9:12.19,9:29.73,9:47.00,10:03.69,10:19.89,10:37.10,10:54.70,11:11.87,11:28.55,11:45.90,12:03.36,12:20.51,12:37.62,12:54.85,13:11.96,13:28.86,13:44.56,14:01.74,14:19.38,14:35.76,14:51.92,15:08.24,15:24.28,15:40.24,15:56.39,16:12.42,16:28.97,16:45.27,17:01.90,17:18.59,17:35.04,17:51.14,18:07.71,18:25.00,18:42.26,18:58.47,19:15.19,19:31.38,19:47.65,20:04.02,20:20.74,20:37.51,20:54.43,21:10.96,21:27.85,21:44.86,22:01.72,22:18.84,22:35.94,22:52.86,23:09.86,23:26.04,23:43.35,24:00.29,24:16.32,24:32.55,24:49.11,25:05.87,25:23.14,25:39.71,25:56.57,26:13.45,26:30.56,26:47.04,27:03.60,27:20.29,27:36.36,27:51.25
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Rodgers KWEMOI,KEN,24.0,15.87,33.52,51.46,1:07.72,1:24.31,1:41.09,1:57.90,2:14.51,2:30.97,2:47.59,3:04.16,3:20.61,3:37.25,3:53.79,4:10.53,4:26.88,4:43.50,5:00.48,5:17.40,5:33.84,5:50.82,6:07.73,6:24.42,6:40.95,6:58.03,7:14.84,7:31.61,7:48.24,8:05.27,8:21.89,8:38.46,8:54.47,9:11.61,9:29.04,9:46.40,10:03.36,10:20.16,10:37.34,10:54.97,11:12.41,11:29.08,11:46.36,12:04.04,12:21.06,12:38.41,12:55.98,13:13.15,13:29.06,13:44.76,14:01.70,14:19.40,14:36.21,14:52.71,15:08.95,15:24.85,15:40.74,15:56.88,16:12.96,16:29.03,16:44.86,17:01.49,17:18.13,17:34.47,17:50.37,18:07.36,18:24.40,18:41.14,18:57.43,19:14.26,19:30.88,19:47.39,20:03.73,20:20.55,20:37.62,20:54.68,21:11.14,21:28.11,21:44.96,22:02.05,22:18.86,22:35.74,22:52.69,23:09.72,23:26.20,23:43.54,23:59.40,24:14.96,24:30.66,24:46.59,25:02.53,25:18.84,25:34.73,25:51.09,26:07.76,26:24.61,26:41.70,26:58.99,27:16.81,27:34.51,27:52.26
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Rodrigue KWIZERA,BDI,23.0,16.83,33.48,51.81,1:08.35,1:24.90,1:41.62,1:58.79,2:15.25,2:31.87,2:48.00,3:04.91,3:21.31,3:38.14,3:54.37,4:11.18,4:27.43,4:44.23,5:01.05,5:18.25,5:34.28,5:51.10,6:08.10,6:24.82,6:41.31,6:58.32,7:15.23,7:32.03,7:48.53,8:05.70,8:22.38,8:39.33,8:55.61,9:12.86,9:30.41,9:47.76,10:04.54,10:21.38,10:38.53,10:55.92,11:13.37,11:30.32,11:47.18,12:04.62,12:21.73,12:39.02,12:56.15,13:13.51,13:29.93,13:46.62,14:03.42,14:20.65,14:37.59,14:54.50,15:11.57,15:28.38,15:44.39,16:00.77,16:17.16,16:33.71,16:49.95,17:06.41,17:23.16,17:39.91,17:56.46,18:13.17,18:29.94,18:46.77,19:03.63,19:20.46,19:37.45,19:54.26,20:11.34,20:29.02,20:46.89,21:04.79,21:22.57,21:40.43,21:58.39,22:15.82,22:32.81,22:49.95,23:07.28,23:24.09,23:40.82,23:57.57,24:14.41,24:30.98,24:47.47,25:04.18,25:20.91,25:37.73,25:54.15,26:10.65,26:27.29,26:44.03,27:00.71,27:16.86,27:32.39,27:47.85,28:01.49
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Habtom SAMUEL,ERI,19.0,17.14,33.67,52.03,1:08.53,1:25.27,1:42.02,1:59.16,2:15.43,2:32.31,2:48.52,3:05.42,3:21.40,3:38.34,3:54.62,4:11.54,4:27.76,4:44.68,5:01.31,5:18.72,5:34.73,5:51.85,6:08.16,6:24.56,6:41.06,6:58.13,7:14.98,7:31.73,7:48.37,8:05.40,8:22.21,8:39.03,8:55.34,9:12.66,9:30.08,9:47.68,10:04.48,10:21.55,10:38.78,10:56.22,11:12.40,11:29.18,11:46.70,12:04.28,12:21.46,12:38.77,12:55.84,13:13.05,13:29.73,13:46.15,14:02.83,14:20.27,14:37.12,14:53.85,15:10.42,15:27.10,15:42.76,15:59.35,16:15.54,16:31.67,16:47.56,17:04.18,17:21.01,17:37.64,17:54.08,18:11.16,18:28.20,18:44.98,19:01.58,19:18.84,19:36.02,19:52.65,20:09.02,20:26.65,20:43.98,21:00.79,21:17.49,21:35.01,21:52.68,22:10.02,22:26.46,22:43.90,23:01.89,23:18.90,23:35.07,23:52.31,24:09.95,24:27.20,24:44.13,25:01.54,25:19.19,25:35.97,25:51.36,26:08.23,26:25.13,26:41.93,26:58.51,27:14.85,27:31.50,27:46.79,28:01.81
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Egide NTAKARUTIMANA,BDI,,17.03,34.44,52.27,1:08.82,1:25.53,1:42.17,1:59.32,2:15.65,2:32.38,2:48.51,3:05.40,3:21.22,3:37.98,3:54.62,4:11.47,4:27.73,4:44.57,5:01.42,5:18.73,5:34.62,5:51.37,6:08.23,6:25.01,6:41.47,6:58.61,7:15.52,7:32.32,7:48.76,8:05.97,8:22.62,8:39.65,8:55.88,9:13.23,9:30.52,9:48.06,10:04.85,10:21.90,10:38.85,10:56.11,11:13.61,11:30.78,11:47.47,12:04.91,12:21.87,12:39.33,12:56.42,13:13.96,13:30.25,13:47.11,14:03.67,14:21.07,14:38.11,14:55.28,15:11.80,15:29.29,15:45.69,16:02.65,16:19.58,16:36.59,16:53.58,17:10.93,17:28.34,17:45.11,18:02.10,18:19.55,18:37.02,18:54.25,19:10.91,19:27.83,19:45.27,20:02.71,20:20.04,20:37.95,20:55.79,21:13.44,21:30.96,21:48.74,22:06.38,22:23.87,22:41.02,22:58.84,23:16.86,23:34.25,23:51.76,24:09.30,24:26.90,24:44.52,25:02.13,25:19.93,25:38.00,25:55.64,26:12.90,26:30.53,26:48.33,27:05.03,27:21.79,27:38.54,27:55.16,28:11.08,28:24.07
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Jack RAYNER,AUS,27.0,16.37,34.02,52.37,1:08.95,1:25.90,1:42.77,1:59.93,2:16.08,2:32.91,2:49.07,3:06.08,3:22.04,3:38.68,3:55.07,4:11.87,4:28.25,4:45.05,5:01.11,5:17.97,5:34.41,5:51.70,6:08.51,6:25.28,6:41.85,6:58.91,7:15.82,7:32.59,7:48.95,8:06.11,8:22.66,8:39.62,8:55.65,9:12.99,9:30.33,9:47.85,10:04.60,10:21.73,10:38.92,10:56.51,11:13.74,11:30.95,11:47.69,12:05.16,12:22.10,12:39.72,12:56.84,13:14.20,13:30.73,13:47.56,14:04.37,14:21.22,14:38.33,14:55.45,15:11.85,15:28.84,15:45.13,16:01.92,16:18.96,16:35.95,16:52.61,17:09.59,17:27.03,17:44.07,18:00.86,18:18.30,18:35.94,18:53.51,19:10.87,19:27.91,19:45.36,20:02.79,20:20.18,20:37.49,20:54.99,21:12.42,21:29.76,21:47.40,22:04.87,22:22.26,22:39.86,22:57.60,23:15.52,23:32.94,23:50.43,24:07.78,24:25.14,24:42.56,24:59.70,25:17.06,25:34.63,25:51.84,26:09.14,26:26.52,26:43.53,27:00.53,27:17.36,27:34.43,27:51.71,28:08.66,28:24.12
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Ren TAZAWA,JPN,22.0,16.22,34.06,52.72,1:09.25,1:26.17,1:42.76,1:59.64,2:15.74,2:32.50,2:48.66,3:05.59,3:21.62,3:38.31,3:54.69,4:11.64,4:27.94,4:44.79,5:01.66,5:18.87,5:34.91,5:51.57,6:08.42,6:25.23,6:41.69,6:58.81,7:15.73,7:32.52,7:49.06,8:06.12,8:22.78,8:39.79,8:56.08,9:13.34,9:30.72,9:48.20,10:05.03,10:22.04,10:39.09,10:56.69,11:13.78,11:30.89,11:47.59,12:05.06,12:21.99,12:39.56,12:56.60,13:14.02,13:30.40,13:47.23,14:03.47,14:20.66,14:37.62,14:54.24,15:10.79,15:27.35,15:42.96,15:59.56,16:15.89,16:32.35,16:48.39,17:04.95,17:21.96,17:38.80,17:55.36,18:12.61,18:29.90,18:47.07,19:04.18,19:21.40,19:38.94,19:56.23,20:13.36,20:31.08,20:48.73,21:06.04,21:23.37,21:41.20,21:59.28,22:17.03,22:34.43,22:52.07,23:10.08,23:27.86,23:45.44,24:03.11,24:21.05,24:38.96,24:56.45,25:14.41,25:32.47,25:50.68,26:08.29,26:26.15,26:44.01,27:01.42,27:18.90,27:36.28,27:53.43,28:09.74,28:24.25
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Zouhair TALBI,MAR,27.0,15.97,33.84,51.88,1:08.09,1:24.51,1:41.34,1:58.39,2:14.93,2:31.32,2:47.68,3:04.44,3:20.77,3:37.51,3:54.06,4:10.79,4:27.20,4:43.74,5:00.74,5:17.45,5:34.21,5:51.22,6:08.31,6:25.08,6:41.55,6:58.67,7:15.61,7:32.36,7:48.77,8:05.92,8:22.57,8:39.08,8:55.42,9:12.85,9:29.92,9:47.41,10:04.23,10:21.27,10:38.29,10:56.09,11:13.40,11:30.57,11:47.51,12:04.87,12:21.86,12:39.49,12:56.52,13:13.85,13:30.17,13:47.01,14:03.47,14:20.84,14:37.85,14:54.92,15:11.27,15:28.07,15:43.95,16:00.66,16:17.01,16:33.97,16:50.96,17:08.19,17:26.07,17:43.47,18:00.80,18:18.50,18:36.00,18:53.75,19:11.19,19:28.34,19:45.68,20:03.29,20:20.52,20:38.42,20:55.64,21:12.91,21:29.78,21:47.50,22:05.91,22:23.66,22:41.11,22:59.89,23:18.25,23:36.01,23:54.39,24:12.62,24:30.69,24:49.00,25:06.72,25:25.10,25:43.12,25:59.96,26:16.72,26:34.39,26:51.57,27:07.69,27:23.41,27:39.99,27:56.34,28:12.86,28:28.69
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Tatsuhiko ITO,JPN,24.0,16.64,34.64,52.88,1:09.18,1:26.20,1:42.98,1:59.84,2:15.98,2:32.75,2:48.95,3:05.87,3:21.89,3:38.67,3:55.12,4:12.02,4:28.10,4:45.01,5:01.49,5:18.90,5:34.82,5:51.95,6:08.62,6:25.51,6:42.06,6:59.13,7:15.99,7:32.87,7:49.40,8:06.38,8:22.82,8:40.03,8:55.98,9:13.27,9:30.62,9:48.07,10:04.90,10:22.03,10:39.12,10:56.51,11:13.94,11:31.19,11:47.82,12:05.35,12:22.45,12:40.01,12:57.15,13:14.70,13:31.64,13:48.72,14:06.21,14:23.92,14:41.00,14:58.73,15:17.25,15:35.83,15:53.92,16:12.09,16:30.62,16:49.15,17:07.34,17:25.23,17:43.27,18:01.38,18:19.85,18:38.53,18:56.92,19:15.07,19:32.86,19:51.25,20:09.18,20:27.24,20:44.65,21:02.57,21:20.42,21:38.39,21:56.59,22:14.68,22:33.10,22:51.45,23:09.29,23:27.51,23:45.79,24:03.83,24:21.80,24:39.45,24:57.54,25:15.51,25:33.16,25:51.25,26:09.44,26:27.01,26:45.27,27:02.97,27:20.99,27:37.94,27:55.32,28:11.80,28:27.83,28:43.17,28:57.85
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Patrick DEVER,GBR,26.0,16.15,33.74,51.58,1:07.93,1:24.41,1:41.22,1:58.16,2:14.65,2:31.08,2:47.70,3:04.29,3:20.42,3:37.04,3:53.67,4:10.33,4:26.76,4:43.30,5:00.14,5:17.30,5:33.69,5:50.62,6:07.56,6:24.15,6:40.70,6:57.74,7:14.59,7:31.35,7:48.03,8:04.83,8:21.77,8:38.76,8:54.90,9:11.96,9:29.44,9:46.84,10:03.71,10:20.71,10:37.77,10:55.33,11:12.71,11:29.47,11:46.95,12:04.51,12:21.61,12:39.04,12:56.04,13:13.15,13:29.72,13:46.02,14:02.78,14:19.89,14:36.89,14:53.67,15:10.25,15:27.22,15:44.09,16:00.85,16:17.79,16:35.26,16:52.72,17:09.75,17:27.08,17:44.86,18:02.32,18:19.97,18:37.83,18:56.01,19:14.58,19:33.45,19:52.71,20:12.17,20:31.38,20:50.84,21:10.09,21:29.45,21:48.29,22:07.20,22:26.19,22:44.75,23:03.50,23:22.48,23:41.34,24:00.31,24:18.98,24:37.66,24:56.46,25:15.17,25:33.33,25:52.01,26:10.06,26:27.98,26:46.21,27:04.62,27:23.29,27:41.87,28:00.55,28:19.25,28:37.89,28:55.95,29:13.88
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Stephen KISSA,UGA,34.0,16.42,34.48,52.54,1:07.64,1:23.80,1:40.63,1:57.12,2:13.72,2:30.17,2:46.86,3:03.19,3:19.66,3:36.11,3:52.87,4:09.38,4:25.67,4:42.22,4:59.29,5:15.99,5:32.57,5:49.44,6:06.23,6:22.97,6:39.46,6:56.45,7:13.32,7:30.29,7:46.98,8:03.22,8:20.07,8:37.12,8:54.00,9:11.07,9:28.51,9:45.86,10:02.83,10:19.54,10:36.71,10:54.42,11:11.67,11:28.38,11:45.78,12:03.15,12:20.50,12:37.65,12:54.62,13:12.03,13:28.93,13:45.02,14:01.97,14:19.64,14:36.47,14:52.94,15:09.25,15:25.56,15:41.80,15:58.48,16:15.09,16:32.22,16:49.65,17:07.14,17:25.61,17:44.39,18:02.68,18:20.93,18:39.54,18:58.60,19:17.71,19:36.61,19:55.57,20:14.88,20:33.54,20:52.51,21:10.93,21:29.46,21:48.35,22:07.17,22:26.27,22:44.90,23:03.45,23:22.37,23:41.30,24:00.21,24:18.90,24:37.63,24:56.37,25:15.15,25:33.32,25:51.88,26:10.21,26:28.68,26:47.20,27:05.76,27:24.74,27:43.98,28:03.15,28:22.56,28:41.52,29:01.03,29:21.10
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Sifan HASSAN,NED,27.0,20.38,42.34,1:03.07,1:23.20,1:42.99,2:01.81,2:20.80,2:39.31,2:58.25,3:16.80,3:35.90,3:54.52,4:13.42,4:31.78,4:50.50,5:09.22,5:28.36,5:47.09,6:05.90,6:24.05,6:43.07,7:01.78,7:20.55,7:39.14,7:58.08,8:16.89,8:35.73,8:54.70,9:14.21,9:32.26,9:50.92,10:09.62,10:28.55,10:46.33,11:04.84,11:22.39,11:40.28,11:57.51,12:15.49,12:33.40,12:51.80,13:09.53,13:27.37,13:45.09,14:02.90,14:20.55,14:38.75,14:57.02,15:15.39,15:33.82,15:52.37,16:10.62,16:29.43,16:48.32,17:06.97,17:24.56,17:42.73,18:00.76,18:18.78,18:37.23,18:55.81,19:14.24,19:32.64,19:50.98,20:10.22,20:29.02,20:46.86,21:04.70,21:22.83,21:41.00,21:59.36,22:17.46,22:35.58,22:53.63,23:12.19,23:31.10,23:50.21,24:08.42,24:26.90,24:45.32,25:04.72,25:23.16,25:42.31,26:00.47,26:18.53,26:34.11,26:50.20,27:06.19,27:22.19,27:38.19,27:54.97,28:11.14,28:27.71,28:43.92,29:00.16,29:16.13,29:32.30,29:47.19,30:02.10,30:17.62
